"","gutenberg_id","text"
"1665",2346,"premises.  I do not recall any other question which I desired to ask."""
"1666",2346,""
"1667",2346,"He examined the lock of the safe, the door of the room, and finally the"
"1668",2346,"iron shutters of the window.  It was only when we were on the lawn"
"1669",2346,"outside that his interest was strongly excited. There was a laurel bush"
"1670",2346,"outside the window, and several of the branches bore signs of having"
"1671",2346,"been twisted or snapped.  He examined them carefully with his lens, and"
"1672",2346,"then some dim and vague marks upon the earth beneath.  Finally he asked"
"1673",2346,"the chief clerk to close the iron shutters, and he pointed out to me"
"1674",2346,"that they hardly met in the centre, and that it would be possible for"
"1675",2346,"anyone outside to see what was going on within the room."
"1676",2346,""
"1677",2346,"""The indications are ruined by three days' delay.  They may mean"
"1678",2346,"something or nothing.  Well, Watson, I do not think that Woolwich can"
"1679",2346,"help us further.  It is a small crop which we have gathered. Let us see"
"1680",2346,"if we can do better in London."""
"1681",2346,""
"1682",2346,"Yet we added one more sheaf to our harvest before we left Woolwich"
"1683",2346,"Station.  The clerk in the ticket office was able to say with"
"1684",2346,"confidence that he saw Cadogan West--whom he knew well by sight--upon"
"1685",2346,"the Monday night, and that he went to London by the 8:15 to London"
"1686",2346,"Bridge.  He was alone and took a single third-class ticket.  The clerk"
"1687",2346,"was struck at the time by his excited and nervous manner.  So shaky was"
"1688",2346,"he that he could hardly pick up his change, and the clerk had helped"
"1689",2346,"him with it.  A reference to the timetable showed that the 8:15 was the"
"1690",2346,"first train which it was possible for West to take after he had left"
"1691",2346,"the lady about 7:30."
"1692",2346,""
"1693",2346,"""Let us reconstruct, Watson,"" said Holmes after half an hour of"
"1694",2346,"silence.  ""I am not aware that in all our joint researches we have ever"
"1695",2346,"had a case which was more difficult to get at.  Every fresh advance"
"1696",2346,"which we make only reveals a fresh ridge beyond. And yet we have surely"
"1697",2346,"made some appreciable progress."
"1698",2346,""
"1699",2346,"""The effect of our inquiries at Woolwich has in the main been against"
"1700",2346,"young Cadogan West; but the indications at the window would lend"
"1701",2346,"themselves to a more favourable hypothesis.  Let us suppose, for"
"1702",2346,"example, that he had been approached by some foreign agent.  It might"
"1703",2346,"have been done under such pledges as would have prevented him from"
"1704",2346,"speaking of it, and yet would have affected his thoughts in the"
"1705",2346,"direction indicated by his remarks to his fiancee.  Very good.  We will"
"1706",2346,"now suppose that as he went to the theatre with the young lady he"
"1707",2346,"suddenly, in the fog, caught a glimpse of this same agent going in the"
"1708",2346,"direction of the office. He was an impetuous man, quick in his"
"1709",2346,"decisions.  Everything gave way to his duty.  He followed the man,"
"1710",2346,"reached the window, saw the abstraction of the documents, and pursued"
"1711",2346,"the thief.  In this way we get over the objection that no one would"
"1712",2346,"take originals when he could make copies.  This outsider had to take"
"1713",2346,"originals. So far it holds together."""
"1714",2346,""
"1715",2346,"""What is the next step?"""
"1716",2346,""
"1717",2346,"""Then we come into difficulties.  One would imagine that under such"
"1718",2346,"circumstances the first act of young Cadogan West would be to seize the"
"1719",2346,"villain and raise the alarm.  Why did he not do so? Could it have been"
"1720",2346,"an official superior who took the papers? That would explain West's"
"1721",2346,"conduct.  Or could the chief have given West the slip in the fog, and"
"1722",2346,"West started at once to London to head him off from his own rooms,"
"1723",2346,"presuming that he knew where the rooms were?  The call must have been"
"1724",2346,"very pressing, since he left his girl standing in the fog and made no"
"1725",2346,"effort to communicate with her.  Our scent runs cold here, and there is"
"1726",2346,"a vast gap between either hypothesis and the laying of West's body,"
"1727",2346,"with seven papers in his pocket, on the roof of a Metropolitan train."
"1728",2346,"My instinct now is to work from the other end.  If Mycroft has given us"
"1729",2346,"the list of addresses we may be able to pick our man and follow two"
"1730",2346,"tracks instead of one."""
"1731",2346,""
"1732",2346,"Surely enough, a note awaited us at Baker Street.  A government"
"1733",2346,"messenger had brought it post-haste.  Holmes glanced at it and threw it"
"1734",2346,"over to me."
"1735",2346,""
"1736",2346,"There are numerous small fry, but few who would handle so big an"
"1737",2346,"affair.  The only men worth considering are Adolph Mayer, of 13 Great"
"1738",2346,"George Street, Westminster; Louis La Rothiere, of Campden Mansions,"
"1739",2346,"Notting Hill; and Hugo Oberstein, 13 Caulfield Gardens, Kensington."
"1740",2346,"The latter was known to be in town on Monday and is now reported as"
"1741",2346,"having left.  Glad to hear you have seen some light.  The Cabinet"
"1742",2346,"awaits your final report with the utmost anxiety.  Urgent"
"1743",2346,"representations have arrived from the very highest quarter.  The whole"
"1744",2346,"force of the State is at your back if you should need it."
"1745",2346,""
"1746",2346,"Mycroft."
"1747",2346,""
"1748",2346,"""I'm afraid,"" said Holmes, smiling, ""that all the queen's horses and"
"1749",2346,"all the queen's men cannot avail in this matter.""  He had spread out"
"1750",2346,"his big map of London and leaned eagerly over it. ""Well, well,"" said he"
"1751",2346,"presently with an exclamation of satisfaction, ""things are turning a"
"1752",2346,"little in our direction at last.  Why, Watson, I do honestly believe"
"1753",2346,"that we are going to pull it off, after all.""  He slapped me on the"
"1754",2346,"shoulder with a sudden burst of hilarity.  ""I am going out now.  It is"
"1755",2346,"only a reconnaissance.  I will do nothing serious without my trusted"
"1756",2346,"comrade and biographer at my elbow.  Do you stay here, and the odds are"
"1757",2346,"that you will see me again in an hour or two.  If time hangs heavy get"
"1758",2346,"foolscap and a pen, and begin your narrative of how we saved the State."""
"1759",2346,""
"1760",2346,"I felt some reflection of his elation in my own mind, for I knew well"
"1761",2346,"that he would not depart so far from his usual austerity of demeanour"
"1762",2346,"unless there was good cause for exultation.  All the long November"
"1763",2346,"evening I waited, filled with impatience for his return.  At last,"
"1764",2346,"shortly after nine o'clock, there arrived a messenger with a note:"
"1765",2346,""
"1766",2346,"Am dining at Goldini's Restaurant, Gloucester Road, Kensington. Please"
"1767",2346,"come at once and join me there.  Bring with you a jemmy, a dark"
"1768",2346,"lantern, a chisel, and a revolver."
"1769",2346,""
"1770",2346,"S.H."
"1771",2346,""
"1772",2346,"It was a nice equipment for a respectable citizen to carry through the"
"1773",2346,"dim, fog-draped streets.  I stowed them all discreetly away in my"
"1774",2346,"overcoat and drove straight to the address given.  There sat my friend"
"1775",2346,"at a little round table near the door of the garish Italian restaurant."
"1776",2346,""
"1777",2346,"""Have you had something to eat?  Then join me in a coffee and curacao."
"1778",2346,"Try one of the proprietor's cigars.  They are less poisonous than one"
"1779",2346,"would expect.  Have you the tools?"""
"1780",2346,""
"1781",2346,"""They are here, in my overcoat."""
"1782",2346,""
"1783",2346,"""Excellent.  Let me give you a short sketch of what I have done, with"
"1784",2346,"some indication of what we are about to do.  Now it must be evident to"
"1785",2346,"you, Watson, that this young man's body was PLACED on the roof of the"
"1786",2346,"train.  That was clear from the instant that I determined the fact that"
"1787",2346,"it was from the roof, and not from a carriage, that he had fallen."""
"1788",2346,""
"1789",2346,"""Could it not have been dropped from a bridge?"""
"1790",2346,""
"1791",2346,"""I should say it was impossible.  If you examine the roofs you will"
"1792",2346,"find that they are slightly rounded, and there is no railing round"
"1793",2346,"them.  Therefore, we can say for certain that young Cadogan West was"
"1794",2346,"placed on it."""
"1795",2346,""
"1796",2346,"""How could he be placed there?"""
"1797",2346,""
"1798",2346,"""That was the question which we had to answer.  There is only one"
"1799",2346,"possible way.  You are aware that the Underground runs clear of tunnels"
"1800",2346,"at some points in the West End.  I had a vague memory that as I have"
"1801",2346,"travelled by it I have occasionally seen windows just above my head."
"1802",2346,"Now, suppose that a train halted under such a window, would there be"
"1803",2346,"any difficulty in laying a body upon the roof?"""
"1804",2346,""
"1805",2346,"""It seems most improbable."""
"1806",2346,""
"1807",2346,"""We must fall back upon the old axiom that when all other contingencies"
"1808",2346,"fail, whatever remains, however improbable, must be the truth.  Here"
"1809",2346,"all other contingencies HAVE failed.  When I found that the leading"
"1810",2346,"international agent, who had just left London, lived in a row of houses"
"1811",2346,"which abutted upon the Underground, I was so pleased that you were a"
"1812",2346,"little astonished at my sudden frivolity."""
"1813",2346,""
"1814",2346,"""Oh, that was it, was it?"""
"1815",2346,""
"1816",2346,"""Yes, that was it.  Mr. Hugo Oberstein, of 13 Caulfield Gardens, had"
"1817",2346,"become my objective.  I began my operations at Gloucester Road Station,"
"1818",2346,"where a very helpful official walked with me along the track and"
"1819",2346,"allowed me to satisfy myself not only that the back-stair windows of"
"1820",2346,"Caulfield Gardens open on the line but the even more essential fact"
"1821",2346,"that, owing to the intersection of one of the larger railways, the"
"1822",2346,"Underground trains are frequently held motionless for some minutes at"
"1823",2346,"that very spot."""
"1824",2346,""
"1825",2346,"""Splendid, Holmes!  You have got it!"""
"1826",2346,""
"1827",2346,"""So far--so far, Watson.  We advance, but the goal is afar. Well,"
"1828",2346,"having seen the back of Caulfield Gardens, I visited the front and"
"1829",2346,"satisfied myself that the bird was indeed flown.  It is a considerable"
"1830",2346,"house, unfurnished, so far as I could judge, in the upper rooms."
"1831",2346,"Oberstein lived there with a single valet, who was probably a"
"1832",2346,"confederate entirely in his confidence.  We must bear in mind that"
"1833",2346,"Oberstein has gone to the Continent to dispose of his booty, but not"
"1834",2346,"with any idea of flight; for he had no reason to fear a warrant, and"
"1835",2346,"the idea of an amateur domiciliary visit would certainly never occur to"
"1836",2346,"him.  Yet that is precisely what we are about to make."""
"1837",2346,""
"1838",2346,"""Could we not get a warrant and legalize it?"""
"1839",2346,""
"1840",2346,"""Hardly on the evidence."""
"1841",2346,""
"1842",2346,"""What can we hope to do?"""
"1843",2346,""
"1844",2346,"""We cannot tell what correspondence may be there."""
"1845",2346,""
"1846",2346,"""I don't like it, Holmes."""
"1847",2346,""
"1848",2346,"""My dear fellow, you shall keep watch in the street.  I'll do the"
"1849",2346,"criminal part.  It's not a time to stick at trifles.  Think of"
"1850",2346,"Mycroft's note, of the Admiralty, the Cabinet, the exalted person who"
"1851",2346,"waits for news.  We are bound to go."""
"1852",2346,""
"1853",2346,"My answer was to rise from the table."
"1854",2346,""
"1855",2346,"""You are right, Holmes.  We are bound to go."""
"1856",2346,""
"1857",2346,"He sprang up and shook me by the hand."
"1858",2346,""
"1859",2346,"""I knew you would not shrink at the last,"" said he, and for a moment I"
"1860",2346,"saw something in his eyes which was nearer to tenderness than I had"
"1861",2346,"ever seen.  The next instant he was his masterful, practical self once"
"1862",2346,"more."
"1863",2346,""
"1864",2346,"""It is nearly half a mile, but there is no hurry.  Let us walk,"" said"
"1865",2346,"he.  ""Don't drop the instruments, I beg.  Your arrest as a suspicious"
"1866",2346,"character would be a most unfortunate complication."""
"1867",2346,""
"1868",2346,"Caulfield Gardens was one of those lines of flat-faced pillared, and"
"1869",2346,"porticoed houses which are so prominent a product of the middle"
"1870",2346,"Victorian epoch in the West End of London.  Next door there appeared to"
"1871",2346,"be a children's party, for the merry buzz of young voices and the"
"1872",2346,"clatter of a piano resounded through the night.  The fog still hung"
"1873",2346,"about and screened us with its friendly shade.  Holmes had lit his"
"1874",2346,"lantern and flashed it upon the massive door."
"1875",2346,""
"1876",2346,"""This is a serious proposition,"" said he.  ""It is certainly bolted as"
"1877",2346,"well as locked.  We would do better in the area.  There is an excellent"
"1878",2346,"archway down yonder in case a too zealous policeman should intrude."
"1879",2346,"Give me a hand, Watson, and I'll do the same for you."""
"1880",2346,""
"1881",2346,"A minute later we were both in the area.  Hardly had we reached the"
"1882",2346,"dark shadows before the step of the policeman was heard in the fog"
"1883",2346,"above.  As its soft rhythm died away, Holmes set to work upon the lower"
"1884",2346,"door.  I saw him stoop and strain until with a sharp crash it flew"
"1885",2346,"open.  We sprang through into the dark passage, closing the area door"
"1886",2346,"behind us.  Holmes led the way up the curving, uncarpeted stair.  His"
"1887",2346,"little fan of yellow light shone upon a low window."
"1888",2346,""
"1889",2346,"""Here we are, Watson--this must be the one.""  He threw it open, and as"
"1890",2346,"he did so there was a low, harsh murmur, growing steadily into a loud"
"1891",2346,"roar as a train dashed past us in the darkness. Holmes swept his light"
"1892",2346,"along the window-sill.  It was thickly coated with soot from the"
"1893",2346,"passing engines, but the black surface was blurred and rubbed in places."
"1894",2346,""
"1895",2346,"""You can see where they rested the body.  Halloa, Watson! what is this?"
"1896",2346,"There can be no doubt that it is a blood mark.""  He was pointing to"
"1897",2346,"faint discolourations along the woodwork of the window.  ""Here it is on"
"1898",2346,"the stone of the stair also.  The demonstration is complete.  Let us"
"1899",2346,"stay here until a train stops."""
"1900",2346,""
"1901",2346,"We had not long to wait.  The very next train roared from the tunnel as"
"1902",2346,"before, but slowed in the open, and then, with a creaking of brakes,"
"1903",2346,"pulled up immediately beneath us.  It was not four feet from the"
"1904",2346,"window-ledge to the roof of the carriages. Holmes softly closed the"
"1905",2346,"window."
"1906",2346,""
"1907",2346,"""So far we are justified,"" said he.  ""What do you think of it, Watson?"""
"1908",2346,""
"1909",2346,"""A masterpiece.  You have never risen to a greater height."""
"1910",2346,""
"1911",2346,"""I cannot agree with you there.  From the moment that I conceived the"
"1912",2346,"idea of the body being upon the roof, which surely was not a very"
"1913",2346,"abstruse one, all the rest was inevitable.  If it were not for the"
"1914",2346,"grave interests involved the affair up to this point would be"
"1915",2346,"insignificant.  Our difficulties are still before us. But perhaps we"
"1916",2346,"may find something here which may help us."""
"1917",2346,""
"1918",2346,"We had ascended the kitchen stair and entered the suite of rooms upon"
"1919",2346,"the first floor.  One was a dining-room, severely furnished and"
"1920",2346,"containing nothing of interest.  A second was a bedroom, which also"
"1921",2346,"drew blank.  The remaining room appeared more promising, and my"
"1922",2346,"companion settled down to a systematic examination.  It was littered"
"1923",2346,"with books and papers, and was evidently used as a study.  Swiftly and"
"1924",2346,"methodically Holmes turned over the contents of drawer after drawer and"
"1925",2346,"cupboard after cupboard, but no gleam of success came to brighten his"
"1926",2346,"austere face.  At the end of an hour he was no further than when he"
"1927",2346,"started."
"1928",2346,""
"1929",2346,"""The cunning dog has covered his tracks,"" said he.  ""He has left"
"1930",2346,"nothing to incriminate him.  His dangerous correspondence has been"
"1931",2346,"destroyed or removed.  This is our last chance."""
"1932",2346,""
"1933",2346,"It was a small tin cash-box which stood upon the writing-desk. Holmes"
"1934",2346,"pried it open with his chisel.  Several rolls of paper were within,"
"1935",2346,"covered with figures and calculations, without any note to show to what"
"1936",2346,"they referred.  The recurring words, ""water pressure"" and ""pressure to"
"1937",2346,"the square inch"" suggested some possible relation to a submarine."
"1938",2346,"Holmes tossed them all impatiently aside.  There only remained an"
"1939",2346,"envelope with some small newspaper slips inside it.  He shook them out"
"1940",2346,"on the table, and at once I saw by his eager face that his hopes had"
"1941",2346,"been raised."
"1942",2346,""
"1943",2346,"""What's this, Watson?  Eh?  What's this?  Record of a series of"
"1944",2346,"messages in the advertisements of a paper.  Daily Telegraph agony"
"1945",2346,"column by the print and paper.  Right-hand top corner of a page. No"
"1946",2346,"dates--but messages arrange themselves.  This must be the first:"
"1947",2346,""
"1948",2346,"""Hoped to hear sooner.  Terms agreed to.  Write fully to address given"
"1949",2346,"on card."
"1950",2346,""
"1951",2346,"""Pierrot."
"1952",2346,""
"1953",2346,"""Next comes:"
"1954",2346,""
"1955",2346,"""Too complex for description.  Must have full report, Stuff awaits you"
"1956",2346,"when goods delivered."
"1957",2346,""
"1958",2346,"""Pierrot."
"1959",2346,""
"1960",2346,"""Then comes:"
"1961",2346,""
"1962",2346,"""Matter presses.  Must withdraw offer unless contract completed. Make"
"1963",2346,"appointment by letter. Will confirm by advertisement."
"1964",2346,""
"1965",2346,"""Pierrot."
"1966",2346,""
"1967",2346,"""Finally:"
"1968",2346,""
"1969",2346,"""Monday night after nine.  Two taps.  Only ourselves.  Do not be so"
"1970",2346,"suspicious.  Payment in hard cash when goods delivered."
"1971",2346,""
"1972",2346,"""Pierrot."
"1973",2346,""
"1974",2346,"""A fairly complete record, Watson!  If we could only get at the man at"
"1975",2346,"the other end!""  He sat lost in thought, tapping his fingers on the"
"1976",2346,"table.  Finally he sprang to his feet."
"1977",2346,""
"1978",2346,"""Well, perhaps it won't be so difficult, after all.  There is nothing"
"1979",2346,"more to be done here, Watson.  I think we might drive round to the"
"1980",2346,"offices of the Daily Telegraph, and so bring a good day's work to a"
"1981",2346,"conclusion."""
"1982",2346,""
"1983",2346,""
"1984",2346,"Mycroft Holmes and Lestrade had come round by appointment after"
"1985",2346,"breakfast next day and Sherlock Holmes had recounted to them our"
"1986",2346,"proceedings of the day before.  The professional shook his head over"
"1987",2346,"our confessed burglary."
"1988",2346,""
"1989",2346,"""We can't do these things in the force, Mr. Holmes,"" said he. ""No"
"1990",2346,"wonder you get results that are beyond us.  But some of these days"
"1991",2346,"you'll go too far, and you'll find yourself and your friend in trouble."""
"1992",2346,""
"1993",2346,"""For England, home and beauty--eh, Watson?  Martyrs on the altar of our"
"1994",2346,"country.  But what do you think of it, Mycroft?"""
"1995",2346,""
"1996",2346,"""Excellent, Sherlock!  Admirable!  But what use will you make of it?"""
"1997",2346,""
"1998",2346,"Holmes picked up the Daily Telegraph which lay upon the table."
"1999",2346,""
"2000",2346,"""Have you seen Pierrot's advertisement to-day?"""
"2001",2346,""
"2002",2346,"""What?  Another one?"""
"2003",2346,""
"2004",2346,"""Yes, here it is:"
"2005",2346,""
"2006",2346,"""To-night.  Same hour.  Same place.  Two taps.  Most vitally important."
"2007",2346,"Your own safety at stake."
"2008",2346,""
"2009",2346,"""Pierrot."
"2010",2346,""
"2011",2346,"""By George!"" cried Lestrade.  ""If he answers that we've got him!"""
"2012",2346,""
"2013",2346,"""That was my idea when I put it in.  I think if you could both make it"
"2014",2346,"convenient to come with us about eight o'clock to Caulfield Gardens we"
"2015",2346,"might possibly get a little nearer to a solution."""
"2016",2346,""
"2017",2346,"One of the most remarkable characteristics of Sherlock Holmes was his"
"2018",2346,"power of throwing his brain out of action and switching all his"
"2019",2346,"thoughts on to lighter things whenever he had convinced himself that he"
"2020",2346,"could no longer work to advantage.  I remember that during the whole of"
"2021",2346,"that memorable day he lost himself in a monograph which he had"
"2022",2346,"undertaken upon the Polyphonic Motets of Lassus.  For my own part I had"
"2023",2346,"none of this power of detachment, and the day, in consequence, appeared"
"2024",2346,"to be interminable.  The great national importance of the issue, the"
"2025",2346,"suspense in high quarters, the direct nature of the experiment which we"
"2026",2346,"were trying--all combined to work upon my nerve.  It was a relief to me"
"2027",2346,"when at last, after a light dinner, we set out upon our expedition."
"2028",2346,"Lestrade and Mycroft met us by appointment at the outside of Gloucester"
"2029",2346,"Road Station.  The area door of Oberstein's house had been left open"
"2030",2346,"the night before, and it was necessary for me, as Mycroft Holmes"
"2031",2346,"absolutely and indignantly declined to climb the railings, to pass in"
"2032",2346,"and open the hall door.  By nine o'clock we were all seated in the"
"2033",2346,"study, waiting patiently for our man."
"2034",2346,""
"2035",2346,"An hour passed and yet another.  When eleven struck, the measured beat"
"2036",2346,"of the great church clock seemed to sound the dirge of our hopes."
"2037",2346,"Lestrade and Mycroft were fidgeting in their seats and looking twice a"
"2038",2346,"minute at their watches.  Holmes sat silent and composed, his eyelids"
"2039",2346,"half shut, but every sense on the alert. He raised his head with a"
"2040",2346,"sudden jerk."
"2041",2346,""
"2042",2346,"""He is coming,"" said he."
"2043",2346,""
"2044",2346,"There had been a furtive step past the door.  Now it returned. We heard"
"2045",2346,"a shuffling sound outside, and then two sharp taps with the knocker."
"2046",2346,"Holmes rose, motioning us to remain seated.  The gas in the hall was a"
"2047",2346,"mere point of light.  He opened the outer door, and then as a dark"
"2048",2346,"figure slipped past him he closed and fastened it.  ""This way!"" we"
"2049",2346,"heard him say, and a moment later our man stood before us.  Holmes had"
"2050",2346,"followed him closely, and as the man turned with a cry of surprise and"
"2051",2346,"alarm he caught him by the collar and threw him back into the room."
"2052",2346,"Before our prisoner had recovered his balance the door was shut and"
"2053",2346,"Holmes standing with his back against it.  The man glared round him,"
"2054",2346,"staggered, and fell senseless upon the floor.  With the shock, his"
"2055",2346,"broad-brimmed hat flew from his head, his cravat slipped down from his"
"2056",2346,"lips, and there were the long light beard and the soft, handsome"
"2057",2346,"delicate features of Colonel Valentine Walter."
"2058",2346,""
"2059",2346,"Holmes gave a whistle of surprise."
"2060",2346,""
"2061",2346,"""You can write me down an ass this time, Watson,"" said he.  ""This was"
"2062",2346,"not the bird that I was looking for."""
"2063",2346,""
"2064",2346,"""Who is he?"" asked Mycroft eagerly."
"2065",2346,""
"2066",2346,"""The younger brother of the late Sir James Walter, the head of the"
"2067",2346,"Submarine Department.  Yes, yes; I see the fall of the cards. He is"
"2068",2346,"coming to.  I think that you had best leave his examination to me."""
"2069",2346,""
"2070",2346,"We had carried the prostrate body to the sofa.  Now our prisoner sat"
"2071",2346,"up, looked round him with a horror-stricken face, and passed his hand"
"2072",2346,"over his forehead, like one who cannot believe his own senses."
"2073",2346,""
"2074",2346,"""What is this?"" he asked.  ""I came here to visit Mr. Oberstein."""
"2075",2346,""
"2076",2346,"""Everything is known, Colonel Walter,"" said Holmes.  ""How an English"
"2077",2346,"gentleman could behave in such a manner is beyond my comprehension."
"2078",2346,"But your whole correspondence and relations with Oberstein are within"
"2079",2346,"our knowledge.  So also are the circumstances connected with the death"
"2080",2346,"of young Cadogan West. Let me advise you to gain at least the small"
"2081",2346,"credit for repentance and confession, since there are still some"
"2082",2346,"details which we can only learn from your lips."""
"2083",2346,""
"2084",2346,"The man groaned and sank his face in his hands.  We waited, but he was"
"2085",2346,"silent."
"2086",2346,""
"2087",2346,"""I can assure you,"" said Holmes, ""that every essential is already"
"2088",2346,"known.  We know that you were pressed for money; that you took an"
"2089",2346,"impress of the keys which your brother held; and that you entered into"
"2090",2346,"a correspondence with Oberstein, who answered your letters through the"
"2091",2346,"advertisement columns of the Daily Telegraph.  We are aware that you"
"2092",2346,"went down to the office in the fog on Monday night, but that you were"
"2093",2346,"seen and followed by young Cadogan West, who had probably some previous"
"2094",2346,"reason to suspect you.  He saw your theft, but could not give the"
"2095",2346,"alarm, as it was just possible that you were taking the papers to your"
"2096",2346,"brother in London. Leaving all his private concerns, like the good"
"2097",2346,"citizen that he was, he followed you closely in the fog and kept at"
"2098",2346,"your heels until you reached this very house.  There he intervened, and"
"2099",2346,"then it was, Colonel Walter, that to treason you added the more"
"2100",2346,"terrible crime of murder."""
"2101",2346,""
"2102",2346,"""I did not!  I did not!  Before God I swear that I did not!"" cried our"
"2103",2346,"wretched prisoner."
"2104",2346,""
"2105",2346,"""Tell us, then, how Cadogan West met his end before you laid him upon"
"2106",2346,"the roof of a railway carriage."""
"2107",2346,""
"2108",2346,"""I will.  I swear to you that I will.  I did the rest.  I confess it."
"2109",2346,"It was just as you say.  A Stock Exchange debt had to be paid.  I"
"2110",2346,"needed the money badly.  Oberstein offered me five thousand.  It was to"
"2111",2346,"save myself from ruin.  But as to murder, I am as innocent as you."""
"2112",2346,""
"2113",2346,"""What happened, then?"""
"2114",2346,""
"2115",2346,"""He had his suspicions before, and he followed me as you describe.  I"
"2116",2346,"never knew it until I was at the very door.  It was thick fog, and one"
"2117",2346,"could not see three yards.  I had given two taps and Oberstein had come"
"2118",2346,"to the door.  The young man rushed up and demanded to know what we were"
"2119",2346,"about to do with the papers. Oberstein had a short life-preserver.  He"
"2120",2346,"always carried it with him.  As West forced his way after us into the"
"2121",2346,"house Oberstein struck him on the head.  The blow was a fatal one.  He"
"2122",2346,"was dead within five minutes.  There he lay in the hall, and we were at"
"2123",2346,"our wit's end what to do.  Then Oberstein had this idea about the"
"2124",2346,"trains which halted under his back window.  But first he examined the"
"2125",2346,"papers which I had brought.  He said that three of them were essential,"
"2126",2346,"and that he must keep them.  'You cannot keep them,' said I.  'There"
"2127",2346,"will be a dreadful row at Woolwich if they are not returned.'  'I must"
"2128",2346,"keep them,' said he, 'for they are so technical that it is impossible"
"2129",2346,"in the time to make copies.' 'Then they must all go back together"
"2130",2346,"to-night,' said I.  He thought for a little, and then he cried out that"
"2131",2346,"he had it. 'Three I will keep,' said he.  'The others we will stuff"
"2132",2346,"into the pocket of this young man.  When he is found the whole business"
"2133",2346,"will assuredly be put to his account.'  I could see no other way out of"
"2134",2346,"it, so we did as he suggested.  We waited half an hour at the window"
"2135",2346,"before a train stopped.  It was so thick that nothing could be seen,"
"2136",2346,"and we had no difficulty in lowering West's body on to the train.  That"
"2137",2346,"was the end of the matter so far as I was concerned."""
"2138",2346,""
"2139",2346,"""And your brother?"""
"2140",2346,""
"2141",2346,"""He said nothing, but he had caught me once with his keys, and I think"
"2142",2346,"that he suspected.  I read in his eyes that he suspected. As you know,"
"2143",2346,"he never held up his head again."""
"2144",2346,""
"2145",2346,"There was silence in the room.  It was broken by Mycroft Holmes."
"2146",2346,""
"2147",2346,"""Can you not make reparation?  It would ease your conscience, and"
"2148",2346,"possibly your punishment."""
"2149",2346,""
"2150",2346,"""What reparation can I make?"""
"2151",2346,""
"2152",2346,"""Where is Oberstein with the papers?"""
"2153",2346,""
"2154",2346,"""I do not know."""
"2155",2346,""
"2156",2346,"""Did he give you no address?"""
"2157",2346,""
"2158",2346,"""He said that letters to the Hotel du Louvre, Paris, would eventually"
"2159",2346,"reach him."""
"2160",2346,""
"2161",2346,"""Then reparation is still within your power,"" said Sherlock Holmes."
"2162",2346,""
"2163",2346,"""I will do anything I can.  I owe this fellow no particular good-will."
"2164",2346,"He has been my ruin and my downfall."""
"2165",2346,""
"2166",2346,"""Here are paper and pen.  Sit at this desk and write to my dictation."
"2167",2346,"Direct the envelope to the address given.  That is right.  Now the"
"2168",2346,"letter:"
"2169",2346,""
"2170",2346,"""Dear Sir:"
"2171",2346,""
"2172",2346,"""With regard to our transaction, you will no doubt have observed by now"
"2173",2346,"that one essential detail is missing.  I have a tracing which will make"
"2174",2346,"it complete.  This has involved me in extra trouble, however, and I"
"2175",2346,"must ask you for a further advance of five hundred pounds.  I will not"
"2176",2346,"trust it to the post, nor will I take anything but gold or notes.  I"
"2177",2346,"would come to you abroad, but it would excite remark if I left the"
"2178",2346,"country at present. Therefore I shall expect to meet you in the"
"2179",2346,"smoking-room of the Charing Cross Hotel at noon on Saturday.  Remember"
"2180",2346,"that only English notes, or gold, will be taken."
"2181",2346,""
"2182",2346,"""That will do very well.  I shall be very much surprised if it does not"
"2183",2346,"fetch our man."""
"2184",2346,""
"2185",2346,"And it did!  It is a matter of history--that secret history of a nation"
"2186",2346,"which is often so much more intimate and interesting than its public"
"2187",2346,"chronicles--that Oberstein, eager to complete the coup of his lifetime,"
"2188",2346,"came to the lure and was safely engulfed for fifteen years in a British"
"2189",2346,"prison.  In his trunk were found the invaluable Bruce-Partington plans,"
"2190",2346,"which he had put up for auction in all the naval centres of Europe."
"2191",2346,""
"2192",2346,"Colonel Walter died in prison towards the end of the second year of his"
"2193",2346,"sentence.  As to Holmes, he returned refreshed to his monograph upon"
"2194",2346,"the Polyphonic Motets of Lassus, which has since been printed for"
"2195",2346,"private circulation, and is said by experts to be the last word upon"
"2196",2346,"the subject.  Some weeks afterwards I learned incidentally that my"
"2197",2346,"friend spent a day at Windsor, whence he returned with a remarkably"
"2198",2346,"fine emerald tie-pin.  When I asked him if he had bought it, he"
"2199",2346,"answered that it was a present from a certain gracious lady in whose"
"2200",2346,"interests he had once been fortunate enough to carry out a small"
"2201",2346,"commission.  He said no more; but I fancy that I could guess at that"
"2202",2346,"lady's august name, and I have little doubt that the emerald pin will"
"2203",2346,"forever recall to my friend's memory the adventure of the"
"2204",2346,"Bruce-Partington plans."
"2205",3289,"THE VALLEY OF FEAR"
"2206",3289,""
"2207",3289,"By Sir Arthur Conan Doyle"
"2208",3289,""
"2209",3289,""
"2210",3289,""
"2211",3289,""
"2212",3289,"Part 1--The Tragedy of Birlstone"
"2213",3289,""
"2214",3289,""
"2215",3289,""
"2216",3289,""
"2217",3289,"Chapter 1--The Warning"
"2218",3289,""
"2219",3289,""
"2220",3289,""
"2221",3289,"""I am inclined to think--"" said I."
"2222",3289,""
"2223",3289,"""I should do so,"" Sherlock Holmes remarked impatiently."
"2224",3289,""
